id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified
ST-261,Course,World Models,Embodied AI; Robotics; World Models,Chinese,世界模型DreamerV3论文拆解：从原理到模型完整结构分析,To be added,゚海问香,Open Course / Tutorial,34,https://www.bilibili.com/video/BV1XeE96WEek,Bilibili,2069,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1XeE96WEek,World Model,2026-06-10,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-262,Course,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,黑马程序员大模型RAG与Agent智能体项目实战教程，基于主流的LangChain技术从大模型提示词到实战项目,To be added,黑马程序员,Open Course / Tutorial,932,https://www.bilibili.com/video/BV1yjz5BLEoY,Bilibili,3220640,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1yjz5BLEoY,Agent,2026-01-21,,,true,all 67 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-263,Course,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,2026版LangChain教程，langchain快速入门， Agent智能体rag项目实战,To be added,尚硅谷,Open Course / Tutorial,1285,https://www.bilibili.com/video/BV1rv7A6oEeP,Bilibili,1209156,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1rv7A6oEeP,Agent,2026-06-23,,,true,all 120 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-264,Course,Agents,Agents; Multi-Agent Systems; Trustworthy AI; Content Detection; Safety,Chinese,【2026新版Agent项目实战】企业级智能体实战教程，从入门到独立开发——涵盖Dify复杂业务流编排、RAGFlow高精度检索优化、MCP协议集成，黑马程序员,2026新版Agent项目实战,博学谷,Open Course / Tutorial,467,https://www.bilibili.com/video/BV1JCzCBnEEg,Bilibili,65428,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1JCzCBnEEg,Agent,2026-01-24,,,true,all 49 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-265,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,深度强化学习与多智能体强化学习 第一课,To be added,-xurunnan-,Open Course / Tutorial,186,https://www.bilibili.com/video/BV1DK411y7Dv,Bilibili,43908,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1DK411y7Dv,Agent,2023-01-08,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-266,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,多智能体强化学习,To be added,感知互联与数据智能,Open Course / Tutorial,50,https://www.bilibili.com/video/BV1tF411b7bg,Bilibili,18244,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1tF411b7bg,Agent,2022-03-01,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-267,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,深度强化学习与多智能体强化学习 第八课（下）-多智能体强化学习MADDPG,To be added,-xurunnan-,Open Course / Tutorial,76,https://www.bilibili.com/video/BV1Fd4y1L7ZU,Bilibili,15913,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1Fd4y1L7ZU,Agent,2023-01-15,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-268,Course,Agents,Agents; Multi-Agent Systems,Chinese,微软最新AI Agent入门课程 • 中英,To be added,Mindofuture,Open Course / Tutorial,129,https://www.bilibili.com/video/BV18TZYY8EuJ,Bilibili,15040,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV18TZYY8EuJ,Agent,2025-03-30,,,true,all 11 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-269,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,上海交大张伟楠强化学习课程第14讲：多智能体强化学习I,To be added,张伟楠SJTU,Course Series,33,https://www.bilibili.com/video/BV1Qopze2E1M,Bilibili,12068,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1Qopze2E1M,Agent,2024-09-09,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-270,Course,Vision,Deep Learning; Neural Networks; Model Training; Trustworthy AI; Content Detection; Safety,Chinese,【中英双版·2025春季】李飞飞·斯坦福CS231n计算机视觉课程（全18讲）,中英双版·2025春季,人工智能网课,Course Series,1273,https://www.bilibili.com/video/BV1YJ3PzLEiW,Bilibili,1152258,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1YJ3PzLEiW,Vision,2025-06-29,,,true,all 18 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-271,Course,Vision,Deep Learning; Neural Networks; Model Training,Chinese,计算机视觉与深度学习 北京邮电大学 鲁鹏 清晰版合集（完整版）,To be added,CV-xueba,Open Course / Tutorial,1597,https://www.bilibili.com/video/BV1V54y1B7K3,Bilibili,725036,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1V54y1B7K3,Vision,2020-06-11,,,true,all 18 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-272,Course,Vision,Vision,Chinese,计算机视觉零基础入门,To be added,自兴人工智能教育,Open Course / Tutorial,1199,https://www.bilibili.com/video/BV19x411X7k6,Bilibili,155551,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV19x411X7k6,Vision,2019-07-02,,,true,all 12 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-273,Course,Vision,Vision,Chinese,Jetson Nano计算机视觉初学者全教程（含3项目）,To be added,啥都会一点的研究生,Open Course / Tutorial,272,https://www.bilibili.com/video/BV1g44y1J7zS,Bilibili,67990,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1g44y1J7zS,Vision,2021-12-19,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-274,Course,Vision,Vision,Chinese,【OpenMMLab 公开课】计算机视觉与 OpenMMLab 概述,OpenMMLab open course,OpenMMLab,Open Course / Tutorial,93,https://www.bilibili.com/video/BV1R341117FJ,Bilibili,21571,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1R341117FJ,Vision,2021-09-14,,,true,all 6 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-275,Course,Vision,Deep Learning; Neural Networks; Model Training,Chinese,【国家级精品课】上海交大教授（新12讲 ）计算机视觉公开课分享，这绝对是我见过最好的计算机视觉-深度学习教程了！-人工智能课程/计算机视觉基础/图像处理,（新12讲 ）计算机视觉公开课分享,Darics,Open Course / Tutorial,1107,https://www.bilibili.com/video/BV1NW4y1g7SX,Bilibili,4907,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1NW4y1g7SX,Vision,2022-12-05,,,true,all 11 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-276,Course,Vision,Vision,Chinese,适合所有基础的【MMLAB实战】教程！配置安装+原理讲解+代码实战，3个小时带你吃透论文实验神器OpenMMLAB框架！,MMLAB实战,迪哥有话聊,Open Course / Tutorial,438,https://www.bilibili.com/video/BV1Mou4zaEjd,Bilibili,646,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1Mou4zaEjd,Vision,2025-07-16,,,true,all 46 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-277,Course,Vision,Deep Learning; Neural Networks; Model Training,Chinese,"计算机视觉-深度学习, 李飞飞斯坦福CS231n | 2026最新版18讲 中英双语 深度学习必修【计算机-大四/研一】",计算机-大四/研一,AI学习日记,Open Course / Tutorial,915,https://www.bilibili.com/video/BV16rub6gEUe,Bilibili,526,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV16rub6gEUe,Vision,2026-08-07,,,true,all 18 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-278,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,【Autolabor初级教程】ROS机器人入门,Autolabor初级教程,Autolabor官方,Open Course / Tutorial,2955,https://www.bilibili.com/video/BV1Ci4y1L7ZZ,Bilibili,3427671,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1Ci4y1L7ZZ,Robotics,2020-11-18,,,true,all 367 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-279,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,【古月居】古月·ROS2入门21讲 | 带你认识一个全新的机器人操作系统,古月居,古月居GYH,Open Course / Tutorial,437,https://www.bilibili.com/video/BV16B4y1Q7jQ,Bilibili,1051390,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV16B4y1Q7jQ,Robotics,2022-06-13,,,true,all 21 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-280,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,【2021.12.20更新】ROS机器人官方视频教程，从0开发ROS机器人,2021.12.20更新,朱有鹏,Open Course / Tutorial,922,https://www.bilibili.com/video/BV1b5411g7hr,Bilibili,249757,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1b5411g7hr,Robotics,2021-05-27,,,true,all 73 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-281,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,70分钟快速入门Gazebo机器人仿真,To be added,冰达机器人,Open Course / Tutorial,70,https://www.bilibili.com/video/BV143411C75B,Bilibili,227068,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV143411C75B,Robotics,2021-10-10,,,true,all 6 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-282,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,机器人操作系统ROS零基础入门_ROS机器人入门课程【129课】,129课,让你三行代码,Open Course / Tutorial,1218,https://www.bilibili.com/video/BV1164y1R7F8,Bilibili,53834,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1164y1R7F8,Robotics,2021-06-11,,,true,all 129 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-283,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,【2026】ROS2入门教程，机器人开发入门到实战,2026,具身智能课程,Open Course / Tutorial,656,https://www.bilibili.com/video/BV1cTVA6VENf,Bilibili,41553,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1cTVA6VENf,Robotics,2026-05-26,,,true,all 70 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-284,Course,Robotics,Embodied AI; Robotics; World Models,Chinese,教程来了!半小时速通VLA具身智能！爆改lerobot+蚂蚁灵波VLA上手实操超详细指导,To be added,陈老师具身xbotics,Open Course / Tutorial,33,https://www.bilibili.com/video/BV1oUVG6NEZi,Bilibili,29790,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1oUVG6NEZi,Robotics,2026-05-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-285,Course,Robotics,Embodied AI; Robotics; World Models; Reinforcement Learning; Policy Optimization,Chinese,具身智能入门：基于模仿学习的方法（ACT、Aloha、mobile Aloha、behavior robot suite）,To be added,尤里卡AI,Open Course / Tutorial,32,https://www.bilibili.com/video/BV1xgdDYeE4U,Bilibili,26173,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1xgdDYeE4U,Robotics,2025-04-11,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-286,Talk,World Models,Embodied AI; Robotics; World Models; Agents; Multi-Agent Systems,Chinese,2026北京智源大会丨世界模型,To be added,智源社区,Conference Talk / Forum,363,https://www.bilibili.com/video/BV16Yji65Ez1,Bilibili,9820,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV16Yji65Ez1,World Model,2026-06-19,,,true,all 12 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-287,Talk,World Models,Embodied AI; Robotics; World Models; Agents; Multi-Agent Systems,Chinese,WAIC 2026 主论坛完整版——<从虚拟到现实：世界模型如何驱动具身智能？>,To be added,世界人工智能大会,Conference Talk / Forum,26,https://www.bilibili.com/video/BV1iDgx68ETk,Bilibili,2060,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1iDgx68ETk,World Model,2026-07-23,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-288,Talk,World Models,Embodied AI; Robotics; World Models,Chinese,2026智源大会：世界模型,To be added,AI开讲啦,Conference Talk / Forum,365,https://www.bilibili.com/video/BV1CKJG6xESk,Bilibili,5947,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1CKJG6xESk,World Model,2026-06-15,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-289,Talk,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,WAIC大模型分论坛：具身世界模型发展关键问题,To be added,居鲁仕,Conference Talk / Forum,23,https://www.bilibili.com/video/BV13a8vzVEo6,Bilibili,2232,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV13a8vzVEo6,World Model,2025-07-27,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-290,Talk,World Models,Embodied AI; Robotics; World Models,Chinese,昆仑万维·世界模型与多模态范式跃迁论坛,To be added,MissGodOne,Conference Talk / Forum,169,https://www.bilibili.com/video/BV1bsgx6EEZz,Bilibili,115,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1bsgx6EEZz,World Model,2026-07-23,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-291,Talk,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,WAIC 2025大模型论坛上，多位AI领域的教授和专家探讨了《具身世界模型发展关键问题》，具身数据是其中一个重要话题。上海信息投资股份有限公司副总裁、上海库帕,和专家探讨了《具身世界模型发展关键问题》,绝影SenseAuto,Conference Talk / Forum,1,https://www.bilibili.com/video/BV1EitczREg5,Bilibili,66,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1EitczREg5,World Model,2025-08-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-292,Talk,Agents,Embodied AI; Robotics; World Models; Agents; Multi-Agent Systems,Chinese,2026北京智源大会丨 Agent for Science,To be added,智源社区,Conference Talk / Forum,465,https://www.bilibili.com/video/BV1m7ji6sEeT,Bilibili,2235,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1m7ji6sEeT,Agent,2026-06-19,,,true,all 13 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-293,Talk,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,WAIC 2026 专题论坛：从一次性 Agent 到记忆原生智能时代,To be added,非逻辑工作室,Conference Talk / Forum,210,https://www.bilibili.com/video/BV1R3Nf6qEhd,Bilibili,6629,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1R3Nf6qEhd,Agent,2026-07-17,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-294,Talk,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,基于大模型的科学研究智能体 | AI for Science课程分享,To be added,中科院自动化所,Academic Talk,19,https://www.bilibili.com/video/BV1NLXCYTErG,Bilibili,6338,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1NLXCYTErG,Agent,2025-03-21,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-295,Talk,Agents,Agents; Multi-Agent Systems,Chinese,智能体应用优秀案例分享会20250304_143530,To be added,xiegangqingn_com,Academic Talk,85,https://www.bilibili.com/video/BV1fn9mYGEfN,Bilibili,3093,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1fn9mYGEfN,Agent,2025-03-07,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-296,Talk,Agents,Agents; Multi-Agent Systems,Chinese,AI工程师大会:如何构建能连续运行数小时的AI智能体,To be added,小龙虾学长,Conference Talk / Forum,72,https://www.bilibili.com/video/BV1cGNc6QEKt,Bilibili,306,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1cGNc6QEKt,Agent,2026-07-11,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-297,Talk,Agents,Agents; Multi-Agent Systems,Chinese,西门子·工业AI迈进现实_-_工业AI创新论坛暨Eigen工程智能体发布会,To be added,MissGodOne,Conference Talk / Forum,94,https://www.bilibili.com/video/BV1JLgC6EEbb,Bilibili,202,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1JLgC6EEbb,Agent,2026-07-22,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-298,Talk,Agents,Agents; Multi-Agent Systems; Trustworthy AI; Content Detection; Safety,Chinese,前沿AI与智能体安全论坛,To be added,MissGodOne,Conference Talk / Forum,222,https://www.bilibili.com/video/BV13Sg66tEP8,Bilibili,160,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV13Sg66tEP8,Agent,2026-07-22,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-299,Talk,Agents,Agents; Multi-Agent Systems,Chinese,阿里云·Agentic_Cloud__智能体时代的基础设施论坛,To be added,MissGodOne,Conference Talk / Forum,146,https://www.bilibili.com/video/BV1GSgk6KE9m,Bilibili,65,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1GSgk6KE9m,Agent,2026-07-22,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-300,Talk,Vision,Vision,Chinese,第五届中国模式识别与计算机视觉大会（PRCV2022）学术海报展示2,To be added,人工智能前沿讲习,Conference Talk / Forum,190,https://www.bilibili.com/video/BV1DA411Q7wu,Bilibili,5229,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1DA411Q7wu,Vision,2022-12-18,,,true,all 66 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-301,Talk,Vision,Vision,Chinese,第五届中国模式识别与计算机视觉大会（PRCV2022）学术海报展示1,To be added,人工智能前沿讲习,Conference Talk / Forum,233,https://www.bilibili.com/video/BV1NR4y167k2,Bilibili,4673,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1NR4y167k2,Vision,2022-12-18,,,true,all 80 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-302,Talk,Vision,Large Language Models; Foundation Models; Industry Insights; Trustworthy AI; Content Detection; Safety,Chinese,【会议回放】2025 CVPR上海论文分享学术报告会,To be added,JIG图图,Academic Talk,364,https://www.bilibili.com/video/BV1GZjYz6EsV,Bilibili,4254,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1GZjYz6EsV,Vision,2025-05-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-303,Talk,Vision,Embodied AI; Robotics; World Models,Chinese,CVPR2026论文分享会 | 来茶思屋，听论文作者拆解真技术,To be added,Chaspark茶思屋,Academic Talk,321,https://www.bilibili.com/video/BV17PEF6LEyD,Bilibili,3631,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV17PEF6LEyD,Vision,2026-06-04,,,true,all 12 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-304,Talk,Vision,Vision,Chinese,主旨报告 | 第四届中国模式识别与计算机视觉大会（PRCV 2021）,To be added,人工智能前沿讲习,Conference Talk / Forum,254,https://www.bilibili.com/video/BV1fa411b7wd,Bilibili,3120,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1fa411b7wd,Vision,2022-03-11,,,true,all 5 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-305,Talk,Vision,Large Language Models; Foundation Models; Industry Insights; Deep Learning; Neural Networks; Model Training,Chinese,20250910【大模型时代下的新型神经网络模型】程明明：从个性化生成到视觉统一模型,大模型时代下的新型神经网络模型,VALSE_Webinar,Academic Talk,36,https://www.bilibili.com/video/BV1WqHezrEmr,Bilibili,2590,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1WqHezrEmr,Vision,2025-09-11,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-306,Talk,Vision,Large Language Models; Foundation Models; Industry Insights; Deep Learning; Neural Networks; Model Training,Chinese,20251210【高效视觉感知与理解】王语霖：受人类视觉系统启发的动态机器视觉模型,高效视觉感知与理解,VALSE_Webinar,Academic Talk,45,https://www.bilibili.com/video/BV1tvqZBNEnV,Bilibili,2131,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1tvqZBNEnV,Vision,2025-12-19,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-307,Talk,Vision,AI for Science; Trustworthy AI; Content Detection; Safety,Chinese,20230721 VALSE Student Webinar【开放视觉感知】刘世隆：From Detection to Grounding: A Path……,开放视觉感知,VALSE_Webinar,Academic Talk,21,https://www.bilibili.com/video/BV1T8411z7rp,Bilibili,1621,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1T8411z7rp,Vision,2023-08-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-308,Talk,Robotics,Embodied AI; Robotics; World Models; Agents; Multi-Agent Systems,Chinese,2026北京智源大会丨具身智能与人形机器人,To be added,智源社区,Conference Talk / Forum,406,https://www.bilibili.com/video/BV1onjq63EJ9,Bilibili,4753,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1onjq63EJ9,Robotics,2026-06-19,,,true,all 15 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-309,Talk,Robotics,Embodied AI; Robotics; World Models,Chinese,2025世界机器人大会,To be added,财安君,Conference Talk / Forum,1290,https://www.bilibili.com/video/BV1PCbKzJEWk,Bilibili,8704,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1PCbKzJEWk,Robotics,2025-08-10,,,true,all 6 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-310,Talk,Robotics,Embodied AI; Robotics; World Models,Chinese,【直播回放】WAIC2026 迎接物理AI智能涌现，论坛全程回顾上线！,To be added,觅蜂科技,Conference Talk / Forum,179,https://www.bilibili.com/video/BV1iVK26rECY,Bilibili,4732,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1iVK26rECY,Robotics,2026-07-20,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-311,Talk,Robotics,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,《第二界具身智能大会：政策解读&具身智能15大重点方向发布&具身智能白皮书发布会》,To be added,猫一碗cupcake,Conference Talk / Forum,45,https://www.bilibili.com/video/BV1XLZ8Y4EoJ,Bilibili,1865,C | Community Selection,Reserve,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV1XLZ8Y4EoJ,Robotics,2025-04-01,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
ST-312,Talk,Robotics,Embodied AI; Robotics; World Models,Chinese,【第四届中国机器人学术年会】交流&讨论 谷国迎 刘英想 丁亮 高飞 谢福贵 顶刊论坛,第四届中国机器人学术年会,學不董Gavin,Conference Talk / Forum,60,https://www.bilibili.com/video/BV18N411U74U,Bilibili,1204,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"Discovered through public Bilibili search; title, creator, and accessibility verified through the official video endpoint.",BV18N411U74U,Robotics,2023-07-12,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true
